Entrada,Salida,Customer,Project,Activity,Description,socio,Duration
2017-07-24 08:00:00,2017-07-24 10:00:00,ECSA,Sigas SCA,Testing,"SCA - pruebas de dashboard, errores",ddebonis,0 days 02:00:00.000000000
2017-07-23 21:00:00,2017-07-23 23:00:00,ECSA,Sigas SCA,Instalación,"implementacion de Dashboard
Verificación de problemas.",hbrunacci,0 days 02:00:00.000000000
2017-07-21 18:34:00,2017-07-21 21:18:00,Aptage,Aptage,Operativo,,nespino,0 days 02:44:00.000000000
2017-07-21 18:20:00,2017-07-21 20:00:00,Bitson,Bitson,Operativo,,abrunacci,0 days 01:40:00.000000000
2017-07-21 17:45:00,2017-07-21 19:15:00,Bitson,Kairos,Operativo,Actualización de Wiki de instalación de Tótem.,lcolombo,0 days 01:30:00.000000000
2017-07-21 17:07:00,2017-07-21 18:09:00,Aptage,Aptage,Operativo,,nespino,0 days 01:02:00.000000000
2017-07-21 16:55:00,2017-07-21 17:45:00,Bitson,Bitson,Operativo,Cleanup GitLab repos.,lcolombo,0 days 00:50:00.000000000
2017-07-21 16:23:00,2017-07-21 16:52:00,Aptage,Aptage,Operativo,,nespino,0 days 00:29:00.000000000
2017-07-21 15:13:00,2017-07-21 16:21:00,Bitson,Bitson,Gestión Interna,,nespino,0 days 01:08:00.000000000
2017-07-21 15:00:00,2017-07-21 16:55:00,Bitson,Bitson,Reunion,Reunión con Fer Claverino.,lcolombo,0 days 01:55:00.000000000
2017-07-21 14:30:00,2017-07-21 16:30:00,Bitson,Bitson,Gestión Interna,Reunion con Fernando Claverino,ddebonis,0 days 02:00:00.000000000
2017-07-21 14:30:00,2017-07-21 15:00:00,Bitson,Bitson,Gestión Interna,Setup oficina. Impresión Capacitación ágil. Actualización Wiki Tótem.,lcolombo,0 days 00:30:00.000000000
2017-07-21 14:03:00,2017-07-21 15:12:00,Aptage,Aptage,Operativo,,nespino,0 days 01:09:00.000000000
2017-07-21 13:15:00,2017-07-21 13:45:00,Bitson,Bitson,Operativo,Instalación gitlab-ci-multi-runner en Alsina.,lcolombo,0 days 00:30:00.000000000
2017-07-21 13:00:00,2017-07-21 14:30:00,Bitson,Bitson,Capacitación,,ddebonis,0 days 01:30:00.000000000
2017-07-21 12:00:00,2017-07-21 13:00:00,Bitson,Bitson,Almuerzo,,ddebonis,0 days 01:00:00.000000000
2017-07-21 11:30:00,2017-07-21 12:15:00,Bitson,Bitson,Operativo,Actualización VM SIGAS@Alsina (192.168.1.11) para instalación de GitLab Runner.,lcolombo,0 days 00:45:00.000000000
2017-07-21 11:15:00,2017-07-21 11:30:00,Bitson,Bitson,Operativo,Configuraciń y activación de OmniAuth en GitLab.,lcolombo,0 days 00:15:00.000000000
2017-07-21 11:00:00,2017-07-21 17:00:00,Bitson,Bitson,Operativo,,abrunacci,0 days 06:00:00.000000000
2017-07-21 10:45:00,2017-07-21 11:15:00,Bitson,Bitson,Operativo,Actualización datos servers OVH en Keeweb.,lcolombo,0 days 00:30:00.000000000
2017-07-21 10:00:00,2017-07-21 10:45:00,Bitson,Bitson,Operativo,Actualización de datos de VMs @ Alsina en KeeWeb.,lcolombo,0 days 00:45:00.000000000
2017-07-21 09:15:00,2017-07-21 16:00:00,Bitson,Kairos,Instalación,"Implementacion de Totem en Osmedica Gerli
prueba de sistema completa
",hbrunacci,0 days 06:45:00.000000000
2017-07-21 08:00:00,2017-07-21 12:00:00,Bitson,Bitson,Desarrollo,Refactor SCA,ddebonis,0 days 04:00:00.000000000
2017-07-20 20:00:00,2017-07-20 20:50:00,Kairos - Totem,Osmedica,Operativo,Empaque.,lcolombo,0 days 00:50:00.000000000
2017-07-20 18:13:00,2017-07-20 20:40:00,Aptage,Aptage,Operativo,,nespino,0 days 02:27:00.000000000
2017-07-20 17:00:00,2017-07-20 20:00:00,Kairos - Totem,Osmedica,Operativo,Instalación Tótem. Explicación @acuervo.,lcolombo,0 days 03:00:00.000000000
2017-07-20 16:38:00,2017-07-20 18:10:00,Aptage,Aptage,Operativo,,nespino,0 days 01:32:00.000000000
2017-07-20 15:00:00,2017-07-20 18:00:00,Bitson,Bitson,Desarrollo,,ddebonis,0 days 03:00:00.000000000
2017-07-20 15:00:00,2017-07-20 17:00:00,Kairos - Totem,Osmedica,Operativo,Pruebas pre-instalación.,lcolombo,0 days 02:00:00.000000000
2017-07-20 14:30:00,2017-07-20 15:00:00,Bitson,Bitson,Almuerzo,,ddebonis,0 days 00:30:00.000000000
2017-07-20 13:30:00,2017-07-20 16:22:00,Aptage,Aptage,Operativo,,nespino,0 days 02:52:00.000000000
2017-07-20 12:15:00,2017-07-20 19:00:00,Bitson,Bitson,Gestión Comercial,"Prueba dashboard
Pruebas Cise
Pruebas Totem
",hbrunacci,0 days 06:45:00.000000000
2017-07-20 10:05:00,2017-07-20 18:30:00,Bitson,Bitson,Operativo,,abrunacci,0 days 08:25:00.000000000
2017-07-20 10:00:00,2017-07-20 14:30:00,Bitson,Bitson,Desarrollo,Refactor SCA,ddebonis,0 days 04:30:00.000000000
2017-07-19 19:15:00,2017-07-19 20:17:00,ECSA,Banfield,Reparación de errores,,nespino,0 days 01:02:00.000000000
2017-07-19 17:50:00,2017-07-19 20:00:00,Bitson,Bitson,Operativo,Intentando instalar Docker Registry en GitLab.,lcolombo,0 days 02:10:00.000000000
2017-07-19 16:15:00,2017-07-19 19:00:00,ECSA,Sigas SCA,Operativo,Preparación de AC2001 para probar el dashboard,hbrunacci,0 days 02:45:00.000000000
2017-07-19 16:00:00,2017-07-19 17:50:00,Bitson,Bitson,Operativo,Actualización GitLab 9.3 a 9.4 fixeando el clonado vía HTTPS.,lcolombo,0 days 01:50:00.000000000
2017-07-19 15:00:00,2017-07-19 16:00:00,Bitson,Bitson,Gestión Interna,"Ejecución de retiros semanales. Cambio de esquema de firmas en Credicoop, ahora firma AB en vez de FG. Aún falta que activen el usuario de DD.",lcolombo,0 days 01:00:00.000000000
2017-07-19 14:20:00,2017-07-19 15:00:00,Bitson,Bitson,Gestión Interna,Intento fallido de ejecución de retiros semanales. El Credicoop me bloquea la tarjeta de coordenadas de FG. ,lcolombo,0 days 00:40:00.000000000
2017-07-19 12:20:00,2017-07-19 12:40:00,SanyoJafep,Magento SanyoJafep,Operativo,Configuración de nuevo SMTP en el server.,lcolombo,0 days 00:20:00.000000000
2017-07-19 12:00:00,2017-07-19 15:30:00,Bitson,Bitson,Desarrollo,Refactor SCA,ddebonis,0 days 03:30:00.000000000
2017-07-19 10:30:00,2017-07-19 18:00:00,Bitson,Bitson,Operativo,,abrunacci,0 days 07:30:00.000000000
2017-07-19 10:00:00,2017-07-19 11:40:00,Bitson,Bitson,Operativo,Limpieza servidores OVH. Actualización .ssh/config y KeeWeb.,lcolombo,0 days 01:40:00.000000000
2017-07-19 09:25:00,2017-07-19 11:00:00,Bitson,Bitson,Gestión Comercial,"Coordinar LaRenga
Presupuesto Camba
Enviar y pedir datos para elcondominio.com",hbrunacci,0 days 01:35:00.000000000
2017-07-19 08:00:00,2017-07-19 12:00:00,ECSA,Sigas SCA,Desarrollo,Dashboard,ddebonis,0 days 04:00:00.000000000
2017-07-18 19:00:00,2017-07-18 21:00:00,Bitson,Bitson,Capacitación,"meetarmy 2.3
Usando Wiresahrk como herramienta de diagnóstico.
TCP/IP Stack.",lcolombo,0 days 02:00:00.000000000
2017-07-18 16:15:00,2017-07-18 18:20:00,Bitson,Bitson,Operativo,"Mantenimiento de VM en SRV2, intento con GitLab.",lcolombo,0 days 02:05:00.000000000
2017-07-18 16:14:00,2017-07-18 17:05:00,Bitson,Bitson,Capacitación,,nespino,0 days 00:51:00.000000000
2017-07-18 15:40:00,2017-07-18 16:15:00,Bitson,Bitson,Gestión Interna,Setup oficina. Lectura de mails. Informe de FIT.,lcolombo,0 days 00:35:00.000000000
2017-07-18 15:02:00,2017-07-18 16:14:00,Aptage,Aptage,Operativo,,nespino,0 days 01:12:00.000000000
2017-07-18 14:32:00,2017-07-18 14:43:00,ECSA,Banfield,Operativo,,nespino,0 days 00:11:00.000000000
2017-07-18 14:00:00,2017-07-18 15:40:00,Bitson,Bitson,Gestion Contable,"Visita al Credicoop, cambio de autoridades y depósito de cheques de ECSA",lcolombo,0 days 01:40:00.000000000
2017-07-18 13:51:00,2017-07-18 14:19:00,Aptage,Aptage,Operativo,,nespino,0 days 00:28:00.000000000
2017-07-18 13:00:00,2017-07-18 18:10:00,Bitson,Bitson,Gestión Comercial,"Solucion problemas de Cise
Cotización Camba notebooks",hbrunacci,0 days 05:10:00.000000000
2017-07-18 13:00:00,2017-07-18 18:00:00,ECSA,Sigas SCA,Desarrollo,Dashboard SCA,ddebonis,0 days 05:00:00.000000000
2017-07-18 12:58:00,2017-07-18 17:55:00,Bitson,Bitson,Operativo,,abrunacci,0 days 04:57:00.000000000
2017-07-18 12:30:00,2017-07-18 12:58:00,Bitson,Bitson,Almuerzo,,abrunacci,0 days 00:28:00.000000000
2017-07-18 12:17:00,2017-07-18 13:25:00,Bitson,Bitson,Capacitación,,nespino,0 days 01:08:00.000000000
2017-07-18 12:00:00,2017-07-18 13:00:00,Bitson,Bitson,Almuerzo,,ddebonis,0 days 01:00:00.000000000
2017-07-18 11:00:00,2017-07-18 12:00:00,Bitson,Bitson,Desarrollo,Refactor SCA,ddebonis,0 days 01:00:00.000000000
2017-07-18 09:45:00,2017-07-18 12:30:00,Bitson,Bitson,Operativo,,abrunacci,0 days 02:45:00.000000000
2017-07-17 21:15:00,2017-07-17 21:50:00,Bitson,Bitson,Capacitación,,nespino,0 days 00:35:00.000000000
2017-07-17 20:43:00,2017-07-17 21:14:00,ECSA,Banfield,Reparación de errores,,nespino,0 days 00:31:00.000000000
2017-07-17 19:18:00,2017-07-17 19:45:00,SanyoJafep,Magento SanyoJafep,Mantenimiento,,nespino,0 days 00:27:00.000000000
2017-07-17 19:00:00,2017-07-17 19:30:00,Kairos - Totem,Osmedica,Operativo,Docker Registry,lcolombo,0 days 00:30:00.000000000
2017-07-17 17:30:00,2017-07-17 19:00:00,Bitson,Bitson,Gestión Interna,Entrevista con Ma. Alejandra Cuervo,lcolombo,0 days 01:30:00.000000000
2017-07-17 17:15:00,2017-07-17 17:30:00,Bitson,Bitson,Gestión Interna,Revisión de mails.,lcolombo,0 days 00:15:00.000000000
2017-07-17 16:45:00,2017-07-17 17:15:00,Bitson,Bitson,Gestión Interna,Cálculo de retiros semanales. Intento de ejecución fallido porque el Credicoop nos borró el esquema de firmas.,lcolombo,0 days 00:30:00.000000000
2017-07-17 16:00:00,2017-07-17 18:30:00,Bitson,Bitson,Operativo,,abrunacci,0 days 02:30:00.000000000
2017-07-17 14:30:00,2017-07-17 16:30:00,Bitson,Bitson,Gestión Interna,Reunion Semanal,ddebonis,0 days 02:00:00.000000000
2017-07-17 14:24:00,2017-07-17 16:42:00,Bitson,Bitson,Gestión Interna,,nespino,0 days 02:18:00.000000000
2017-07-17 14:20:00,2017-07-17 16:45:00,Bitson,Bitson,Reunion,,lcolombo,0 days 02:25:00.000000000
2017-07-17 14:15:00,2017-07-17 16:50:00,Bitson,Bitson,Reunion,,hbrunacci,0 days 02:35:00.000000000
2017-07-17 14:15:00,2017-07-17 14:24:00,SanyoJafep,Magento SanyoJafep,Mantenimiento,,nespino,0 days 00:09:00.000000000
2017-07-17 14:00:00,2017-07-17 16:00:00,Bitson,Bitson,Gestión Interna,,abrunacci,0 days 02:00:00.000000000
2017-07-17 12:30:00,2017-07-17 14:15:00,Bitson,Bitson,Gestión Interna,"Etiquetas de circuito OCA
Reglas de mail",hbrunacci,0 days 01:45:00.000000000
2017-07-17 11:10:00,2017-07-17 12:30:00,Bitson,Bitson,Gestion Contable,Retirar cheques Ecsa,hbrunacci,0 days 01:20:00.000000000
2017-07-17 10:30:00,2017-07-17 14:00:00,Bitson,Bitson,Operativo,,abrunacci,0 days 03:30:00.000000000
2017-07-17 10:30:00,2017-07-17 11:30:00,Bitson,Bitson,Gestión Interna,çCoordinación tareas Tótem. Búsqueda de info: docker registry & GitLab CI.,lcolombo,0 days 01:00:00.000000000
2017-07-17 08:00:00,2017-07-17 14:30:00,Bitson,Bitson,Desarrollo,SCA Refactor,ddebonis,0 days 06:30:00.000000000
2017-07-17 06:20:00,2017-07-17 07:10:00,Aptage,Aptage,Operativo,,nespino,0 days 00:50:00.000000000
2017-07-17 04:00:00,2017-07-17 06:20:00,Bitson,Bitson,Capacitación,,nespino,0 days 02:20:00.000000000
2017-07-17 00:30:00,2017-07-17 02:28:00,Bitson,Bitson,Capacitación,Angular2 RxJS,nespino,0 days 01:58:00.000000000
2017-07-16 22:15:00,2017-07-16 22:55:00,Bitson,Bitson,Gestion Contable,Actualización de datos faltantes x pedido de @santichola,lcolombo,0 days 00:40:00.000000000
2017-07-16 20:00:00,2017-07-16 23:00:00,Bitson,Bitson,Capacitación,Angular2,nespino,0 days 03:00:00.000000000
2017-07-15 11:20:00,2017-07-15 12:05:00,Bitson,Bitson,Operativo,Buscando info sobre cómo hacer funcionar Docker Registry.,lcolombo,0 days 00:45:00.000000000
2017-07-15 10:20:00,2017-07-15 15:30:00,Bitson,Bitson,Gestión Comercial,,hbrunacci,0 days 05:10:00.000000000
2017-07-14 22:10:00,2017-07-15 01:55:00,Bitson,Bitson,Operativo,Update GitLab 9.1 to 9.3. Attempt to install Docker Registry with GitLab. Everything from source.,lcolombo,0 days 03:45:00.000000000
2017-07-14 19:16:00,2017-07-14 19:24:00,Aptage,Aptage,Operativo,,nespino,0 days 00:08:00.000000000
2017-07-14 18:13:00,2017-07-14 18:52:00,Aptage,Aptage,Operativo,,nespino,0 days 00:39:00.000000000
2017-07-14 15:33:00,2017-07-14 17:20:00,ECSA,Banfield,Operativo,,nespino,0 days 01:47:00.000000000
2017-07-14 14:30:00,2017-07-14 17:00:00,Bitson,Bitson,Desarrollo,Refactor SGS,ddebonis,0 days 02:30:00.000000000
2017-07-14 14:20:00,2017-07-14 15:32:00,ECSA,Banfield,Operativo,,nespino,0 days 01:12:00.000000000
2017-07-14 14:00:00,2017-07-14 14:30:00,Bitson,Bitson,Almuerzo,,ddebonis,0 days 00:30:00.000000000
2017-07-14 14:00:00,2017-07-14 16:00:00,Kairos - Totem,Osmedica,Operativo,Reinstalación Tótem.,lcolombo,0 days 02:00:00.000000000
2017-07-14 13:45:00,2017-07-14 14:00:00,ECSA,Sigas SCA,Operativo,"Fix línea 94 rabbit_controller/handlers.py en el server de ""San Luis"". ",lcolombo,0 days 00:15:00.000000000
2017-07-14 11:00:00,2017-07-14 14:00:00,Bitson,Bitson,Desarrollo,Refactor SGS,ddebonis,0 days 03:00:00.000000000
2017-07-14 10:00:00,2017-07-14 14:00:00,Bitson,Bitson,Licencia Enfermedad,,cuberti,0 days 04:00:00.000000000
2017-07-14 10:00:00,2017-07-14 18:30:00,Betterez,Betterez,Desarrollo,,abrunacci,0 days 08:30:00.000000000
2017-07-13 20:20:00,2017-07-13 21:10:00,Bitson,Bitson,Capacitación,,nespino,0 days 00:50:00.000000000
2017-07-13 17:50:00,2017-07-13 20:20:00,Aptage,Aptage,Operativo,,nespino,0 days 02:30:00.000000000
2017-07-13 17:33:00,2017-07-13 17:50:00,ECSA,Banfield,Instalación,,nespino,0 days 00:17:00.000000000
2017-07-13 16:28:00,2017-07-13 17:11:00,ECSA,Banfield,Instalación,,nespino,0 days 00:43:00.000000000
2017-07-13 14:58:00,2017-07-13 16:15:00,Aptage,Aptage,Operativo,,nespino,0 days 01:17:00.000000000
2017-07-13 14:45:00,2017-07-13 18:30:00,Kairos - Totem,Osmedica,Operativo,Configurando permisos de udev para todos los usuarios. Ajuste de mimetype para impresión.,lcolombo,0 days 03:45:00.000000000
2017-07-13 14:00:00,2017-07-13 17:00:00,Bitson,Bitson,Desarrollo,Refactor SGS,ddebonis,0 days 03:00:00.000000000
2017-07-13 13:00:00,2017-07-13 14:00:00,Bitson,Bitson,Almuerzo,,ddebonis,0 days 01:00:00.000000000
2017-07-13 11:00:00,2017-07-13 13:00:00,Bitson,Bitson,Desarrollo,Refactor SGS,ddebonis,0 days 02:00:00.000000000
2017-07-13 10:30:00,2017-07-13 15:30:00,Bitson,Bitson,Gestión Comercial,,hbrunacci,0 days 05:00:00.000000000
2017-07-13 10:00:00,2017-07-13 14:00:00,Bitson,Bitson,Licencia Enfermedad,,cuberti,0 days 04:00:00.000000000
2017-07-13 10:00:00,2017-07-13 18:00:00,Betterez,Betterez,Desarrollo,#6664,abrunacci,0 days 08:00:00.000000000
2017-07-12 21:15:00,2017-07-12 23:45:00,Bitson,Bitson,Capacitación,,nespino,0 days 02:30:00.000000000
2017-07-12 18:30:00,2017-07-12 20:00:00,Kairos - Totem,Osmedica,Operativo,çBúsqueda de información sobre permisos y reglas udev para usar dispositivos HID por USB.,lcolombo,0 days 01:30:00.000000000
2017-07-12 16:37:00,2017-07-12 18:05:00,Aptage,Aptage,Operativo,,nespino,0 days 01:28:00.000000000
2017-07-12 15:48:00,2017-07-12 16:30:00,Bitson,Bitson,Gestión Interna,,nespino,0 days 00:42:00.000000000
2017-07-12 15:30:00,2017-07-12 17:15:00,Bitson,Kairos,Operativo,Configuración SuperUser Kairos. Prueba de turno. Falta mimetype nuevo y permisos en uDev para usuario sin privilegios.,lcolombo,0 days 01:45:00.000000000
2017-07-12 15:30:00,2017-07-12 17:00:00,ECSA,Sigas SCA,Desarrollo,,ddebonis,0 days 01:30:00.000000000
2017-07-12 14:30:00,2017-07-12 15:30:00,Bitson,Bitson,Gestión Interna,Reunion semanal Parte2,ddebonis,0 days 01:00:00.000000000
2017-07-12 14:20:00,2017-07-12 15:35:00,Bitson,Bitson,Gestión Interna,,nespino,0 days 01:15:00.000000000
2017-07-12 14:20:00,2017-07-12 16:45:00,Bitson,Bitson,Gestión Comercial,,hbrunacci,0 days 02:25:00.000000000
2017-07-12 14:00:00,2017-07-12 14:30:00,Bitson,Bitson,Almuerzo,,ddebonis,0 days 00:30:00.000000000
2017-07-12 14:00:00,2017-07-12 15:30:00,Bitson,Bitson,Reunion,Reunión extraordinaria: pasamos revista de los clientes vía la lista de trabajo. Sumamos el miércoles como posibilidad de reunión extra. Definimos las etiquetas de la lista de trabajos.,lcolombo,0 days 01:30:00.000000000
2017-07-12 13:45:00,2017-07-12 14:00:00,Bitson,Bitson,Gestión Interna,Setup oficina. Revisión mails @cuberti.,lcolombo,0 days 00:15:00.000000000
2017-07-12 13:44:00,2017-07-12 14:05:00,Aptage,Aptage,Operativo,,nespino,0 days 00:21:00.000000000
2017-07-12 11:20:00,2017-07-12 11:50:00,Aptage,Aptage,Operativo,,nespino,0 days 00:30:00.000000000
2017-07-12 10:00:00,2017-07-12 11:50:00,Bitson,Bitson,Gestion Contable,çRevisión de datos en planilla de gestión.,lcolombo,0 days 01:50:00.000000000
2017-07-12 10:00:00,2017-07-12 14:20:00,Bitson,Bitson,Gestión Comercial,,hbrunacci,0 days 04:20:00.000000000
2017-07-12 10:00:00,2017-07-12 14:00:00,Bitson,Bitson,Licencia Enfermedad,,cuberti,0 days 04:00:00.000000000
2017-07-12 10:00:00,2017-07-12 18:30:00,Betterez,Betterez,Desarrollo,,abrunacci,0 days 08:30:00.000000000
2017-07-12 08:00:00,2017-07-12 14:00:00,ECSA,Sigas SCA,Desarrollo,Dash SCA,ddebonis,0 days 06:00:00.000000000
2017-07-11 14:45:00,2017-07-11 20:15:00,Kairos - Totem,Osmedica,Operativo,Instalación de nuevo server Kairos. Pruebas con Vagrant y Ansible. ,lcolombo,0 days 05:30:00.000000000
2017-07-11 14:15:00,2017-07-11 14:45:00,Bitson,Bitson,Gestion Contable,Ejecución de retiros semanales y Completado encuesta observatorio PyMe (Agustina),lcolombo,0 days 00:30:00.000000000
2017-07-11 14:00:00,2017-07-11 16:00:00,ECSA,Sigas SCA,Desarrollo,Desarrollo e investigacion del dashboard y chartjs,ddebonis,0 days 02:00:00.000000000
2017-07-11 13:45:00,2017-07-11 14:15:00,Bitson,Bitson,Gestion Contable,Recuento Caja 2. Preparación retiro @hbrunacci (pidió cobrar en efectivo para no pagar IIBB).,lcolombo,0 days 00:30:00.000000000
2017-07-11 13:33:00,2017-07-11 16:26:00,Aptage,Aptage,Operativo,,nespino,0 days 02:53:00.000000000
2017-07-11 13:00:00,2017-07-11 14:00:00,Bitson,Bitson,Almuerzo,,ddebonis,0 days 01:00:00.000000000
2017-07-11 10:45:00,2017-07-11 12:00:00,Bitson,Bitson,Gestión Interna,Pago de servidores OVH. Instalación KeeWeb @abrunacci. Instalación SCA @ddebonis.,lcolombo,0 days 01:15:00.000000000
2017-07-11 10:00:00,2017-07-11 15:30:00,Bitson,Bitson,Gestión Comercial,,hbrunacci,0 days 05:30:00.000000000
2017-07-11 10:00:00,2017-07-11 14:00:00,Bitson,Bitson,Licencia Enfermedad,,cuberti,0 days 04:00:00.000000000
2017-07-11 10:00:00,2017-07-11 15:00:00,Betterez,Betterez,Desarrollo,,abrunacci,0 days 05:00:00.000000000
2017-07-11 08:00:00,2017-07-11 13:00:00,ECSA,Sigas SCA,Desarrollo,"Seteo de ambiente SCA, docker, virtualenv.",ddebonis,0 days 05:00:00.000000000
2017-07-10 17:40:00,2017-07-10 18:30:00,ECSA,Banfield,Operativo,,nespino,0 days 00:50:00.000000000
2017-07-10 16:30:00,2017-07-10 18:00:00,Bitson,Bitson,Gestion Contable,Carga de datos Compras y Ventas Junio 2017 en planilla de gestión compartida con @santichola.,lcolombo,0 days 01:30:00.000000000
2017-07-10 14:30:00,2017-07-10 17:39:00,Bitson,Bitson,Gestión Interna,,nespino,0 days 03:09:00.000000000
2017-07-10 14:30:00,2017-07-10 15:45:00,Bitson,Bitson,Reunion,,hbrunacci,0 days 01:15:00.000000000
2017-07-10 14:30:00,2017-07-10 16:30:00,Bitson,Bitson,Reunion,,lcolombo,0 days 02:00:00.000000000
2017-07-10 14:20:00,2017-07-10 16:00:00,Bitson,Bitson,Gestión Interna,Reunion Semanal.,ddebonis,0 days 01:40:00.000000000
2017-07-10 13:45:00,2017-07-10 14:30:00,Bitson,Bitson,Gestión Interna,Cálculo de retiros semanales. Preparación reunión semanal. Emisión de facturas para ECSA.,lcolombo,0 days 00:45:00.000000000
2017-07-10 13:30:00,2017-07-10 14:20:00,Bitson,Bitson,Almuerzo,,ddebonis,0 days 00:50:00.000000000
2017-07-10 10:30:00,2017-07-10 14:30:00,Bitson,Bitson,Gestión Comercial,"Imastec
Cromi mail resumen charla con tole y planilla
",hbrunacci,0 days 04:00:00.000000000
2017-07-10 10:00:00,2017-07-10 14:00:00,Bitson,Bitson,Licencia Enfermedad,,cuberti,0 days 04:00:00.000000000
2017-07-10 09:00:00,2017-07-10 17:00:00,Betterez,Betterez,Desarrollo,#6449 #6699 #6688,abrunacci,0 days 08:00:00.000000000
2017-07-10 08:00:00,2017-07-10 13:30:00,Bitson,Bitson,Capacitación,"React-Native
Android Studio",ddebonis,0 days 05:30:00.000000000
2017-07-07 17:53:00,2017-07-07 20:00:00,ECSA,Banfield,Operativo,,nespino,0 days 02:07:00.000000000
2017-07-07 17:15:00,2017-07-07 17:53:00,ECSA,Banfield,Operativo,,nespino,0 days 00:38:00.000000000
2017-07-07 15:00:00,2017-07-07 17:00:00,Bitson,Bitson,Gestión Interna,Reunion con Ale para SCABitson,ddebonis,0 days 02:00:00.000000000
2017-07-07 14:00:00,2017-07-07 16:13:00,ECSA,Banfield,Operativo,,nespino,0 days 02:13:00.000000000
2017-07-07 13:25:00,2017-07-07 13:30:00,ECSA,Banfield,Operativo,,nespino,0 days 00:05:00.000000000
2017-07-07 12:47:00,2017-07-07 13:25:00,Aptage,Aptage,Operativo,,nespino,0 days 00:38:00.000000000
2017-07-07 12:00:00,2017-07-07 15:00:00,Bitson,Bitson,Capacitación,React,ddebonis,0 days 03:00:00.000000000
2017-07-07 12:00:00,2017-07-07 15:50:00,Bitson,Bitson,Gestión Comercial,@server #sanluis,hbrunacci,0 days 03:50:00.000000000
2017-07-07 10:30:00,2017-07-07 12:00:00,Bitson,Bitson,Gestión Comercial,Reunión Tole,hbrunacci,0 days 01:30:00.000000000
2017-07-07 10:00:00,2017-07-07 20:00:00,Betterez,Betterez,Desarrollo,"#6449
",abrunacci,0 days 10:00:00.000000000
2017-07-07 00:00:00,2017-07-07 06:00:00,Bitson,Bitson,Licencia Enfermedad,Fer enferma y ExpoSanMiguel => Thiago sin clases. Servidor ECSA San Luis.,lcolombo,0 days 06:00:00.000000000
2017-07-06 18:23:00,2017-07-06 21:14:00,Aptage,Aptage,Operativo,,nespino,0 days 02:51:00.000000000
2017-07-06 14:54:00,2017-07-06 18:08:00,Aptage,Aptage,Operativo,,nespino,0 days 03:14:00.000000000
2017-07-06 14:15:00,2017-07-06 21:20:00,Bitson,Kairos,Operativo,Instalación de SO de Servidor. Calibración Touch al inicio. Reinstalación de SO en Servidor. Instalación de Kairos Server. Pruebas de impresión vía comandos con @skajms.,lcolombo,0 days 07:05:00.000000000
2017-07-06 13:45:00,2017-07-06 14:15:00,Bitson,Bitson,Gestión Interna,Setup oficina. Update situación actual y posibilidades.,lcolombo,0 days 00:30:00.000000000
2017-07-06 13:00:00,2017-07-06 17:00:00,Bitson,Bitson,Capacitación,"JSON-server, SCA",ddebonis,0 days 04:00:00.000000000
2017-07-06 12:00:00,2017-07-06 13:00:00,Bitson,Bitson,Almuerzo,,ddebonis,0 days 01:00:00.000000000
2017-07-06 10:00:00,2017-07-06 15:45:00,Bitson,Bitson,Gestión Comercial,,hbrunacci,0 days 05:45:00.000000000
2017-07-06 10:00:00,2017-07-06 18:00:00,Betterez,Betterez,Desarrollo,"#6449
",abrunacci,0 days 08:00:00.000000000
2017-07-06 09:00:00,2017-07-06 12:00:00,Bitson,Bitson,Desarrollo,Refactor SCA,ddebonis,0 days 03:00:00.000000000
2017-07-05 21:43:00,2017-07-05 23:45:00,Aptage,Aptage,Operativo,,nespino,0 days 02:02:00.000000000
2017-07-05 17:45:00,2017-07-05 18:45:00,Kairos - Totem,Osmedica,Operativo,Calibración Touch at Startup.,lcolombo,0 days 01:00:00.000000000
2017-07-05 17:05:00,2017-07-05 17:45:00,Bitson,Bitson,Operativo,Capacitación @abrunacci en el deploy de CISE. Supervisor + NginX,lcolombo,0 days 00:40:00.000000000
2017-07-05 16:46:00,2017-07-05 19:43:00,Aptage,Aptage,Operativo,,nespino,0 days 02:57:00.000000000
2017-07-05 16:40:00,2017-07-05 17:05:00,Bitson,Bitson,Gestión Interna,Copia Libro Asociados firmada x @abrunacci,lcolombo,0 days 00:25:00.000000000
2017-07-05 15:00:00,2017-07-05 16:00:00,Bitson,Bitson,Desarrollo,Refactor SCA,ddebonis,0 days 01:00:00.000000000
2017-07-05 15:00:00,2017-07-05 16:40:00,Bitson,Bitson,Gestión Interna,Reparación PC @hbrunacci,lcolombo,0 days 01:40:00.000000000
2017-07-05 14:30:00,2017-07-05 15:30:00,Aptage,Aptage,Operativo,,nespino,0 days 01:00:00.000000000
2017-07-05 14:00:00,2017-07-05 15:00:00,Bitson,Bitson,Almuerzo,,ddebonis,0 days 01:00:00.000000000
2017-07-05 14:00:00,2017-07-05 15:00:00,Bitson,Bitson,Gestión Interna,Credicoop: trámite de cambio de autoridades.,lcolombo,0 days 01:00:00.000000000
2017-07-05 10:00:00,2017-07-05 11:30:00,Bitson,Bitson,Gestión Comercial,"Coordinación para el comienzo de tareas OT58 - interorganics
",hbrunacci,0 days 01:30:00.000000000
2017-07-05 09:10:00,2017-07-05 18:00:00,Betterez,Betterez,Desarrollo,"#6449
",abrunacci,0 days 08:50:00.000000000
2017-07-05 08:00:00,2017-07-05 14:00:00,Bitson,Bitson,Desarrollo,Refactor SCA,ddebonis,0 days 06:00:00.000000000
