,Entrada,Salida,Customer,Project,Activity,Description,Comentario,socio,Duration
627,2017-06-07 10:00:00,2017-06-07 12:00:00,Bitson,Bitson,Capacitación,,,ddebonis,120.0
628,2017-06-07 10:00:00,2017-06-07 18:00:00,Betterez,Betterez,Desarrollo,,,abrunacci,480.0
629,2017-06-07 10:00:00,2017-06-07 13:00:00,Pablo Gutierrez - Qualia Encuestas ,Sistema Encuestas Droguerías,Gestión Comercial,,,hbrunacci,180.0
630,2017-06-06 19:00:00,2017-06-06 20:06:00,Bitson,Bitson,Gestión Interna,,,cuberti,66.0
631,2017-06-06 17:50:00,2017-06-06 18:20:00,ECSA,Beagle SCA,Operativo,"Pruebas preliminares de funcionamiento de new_blades. Funcionó lo más simple, en modo normal como entrada y como salida y también funcionó el modo liberado.",,lcolombo,30.0
632,2017-06-06 17:25:00,2017-06-06 17:50:00,ECSA,Beagle SCA,Operativo,Conexionado y etiquetado de molinete.,,lcolombo,25.0
633,2017-06-06 17:10:00,2017-06-06 17:25:00,Bitson,Bitson,Mantenimiento,Cambio de reglas IPTABLES xq fiber nos sacó la IP estática.,,lcolombo,15.0
634,2017-06-06 16:20:00,2017-06-06 17:10:00,ECSA,Beagle SCA,Operativo,Conexionado molinete y sensores con Beagle.,,lcolombo,50.0
635,2017-06-06 16:00:00,2017-06-06 16:20:00,ECSA,Beagle SCA,Operativo,Armado de conector para Sensores.,,lcolombo,20.0
636,2017-06-06 15:50:00,2017-06-06 16:00:00,Bitson,Bitson,Gestión Interna,Charla con @ddebonis,,lcolombo,10.0
637,2017-06-06 15:47:00,2017-06-06 16:35:00,Bitson,Bitson,Capacitación,Django,,nespino,48.0
638,2017-06-06 15:30:00,2017-06-06 15:50:00,Bitson,Bitson,Gestión Interna,Respuesta mail @hbrunacci PFA y Circuito OCA.,,lcolombo,20.0
639,2017-06-06 15:15:00,2017-06-06 15:30:00,Bitson,Bitson,Presupuesto,OT50 - Capacitación.,,lcolombo,15.0
640,2017-06-06 15:00:00,2017-06-06 15:15:00,Bitson,Bitson,Gestión Interna,Respuesta mail @hbrunacci Circuito OCA.,,lcolombo,15.0
641,2017-06-06 14:35:00,2017-06-06 15:00:00,Bitson,Cromi,Operativo,Explicación a Matías y prueba de cambios. ,,lcolombo,25.0
642,2017-06-06 14:20:00,2017-06-06 14:35:00,Bitson,Cromi,Operativo,Grabación Screencast para probar reserva y emisión de reporte.,,lcolombo,15.0
643,2017-06-06 14:00:00,2017-06-06 16:00:00,Bitson,Bitson,Capacitación,,,ddebonis,120.0
644,2017-06-06 13:45:00,2017-06-06 14:15:00,Bitson,Bitson,Mantenimiento,"Conectando de nuevo Internet por Fiber por cambio de IP.
181.229.95.104 --> 200.127.65.221.
Incluido el update en los DNS: ns1 & ns2.",,lcolombo,30.0
645,2017-06-06 13:00:00,2017-06-06 14:00:00,Bitson,Bitson,Almuerzo,,,ddebonis,60.0
646,2017-06-06 11:15:00,2017-06-06 11:45:00,Bitson,Bitson,Intercooperativo,Videocall c/ Devecoop @hbrunacci y @nespino.,,lcolombo,30.0
647,2017-06-06 11:00:00,2017-06-06 11:41:00,Bitson,Bitson,Gestión Comercial,,,nespino,41.0
648,2017-06-06 10:15:00,2017-06-06 11:15:00,Bitson,Bitson,Mantenimiento,Reclamo conexión FiberCorp. Sin internet en Alsina.,,lcolombo,60.0
649,2017-06-06 10:00:00,2017-06-06 18:00:00,Betterez,Betterez,Desarrollo,,,abrunacci,480.0
650,2017-06-06 10:00:00,2017-06-06 15:30:00,Bitson,Bitson,Gestión Comercial,@home,,hbrunacci,330.0
651,2017-06-06 10:00:00,2017-06-06 12:50:00,Bitson,Bitson,Gestión Interna,"Carpetas
Legal 
Copia de libros",,cuberti,170.0
652,2017-06-06 09:20:00,2017-06-06 09:35:00,Bitson,Cromi,Operativo,Fix in Reservation.total_income,,lcolombo,15.0
653,2017-06-06 08:00:00,2017-06-06 13:00:00,Bitson,Cromi,Desarrollo,Arreglos visuales. (problemas con internet),,ddebonis,300.0
654,2017-06-05 16:35:00,2017-06-05 18:05:00,ECSA,Quilmes ACS,Mantenimiento,,,nespino,90.0
655,2017-06-05 16:30:00,2017-06-05 18:00:00,ECSA,Quilmes ACS,Operativo,"Soporte ECSA, partido QAC.",,lcolombo,90.0
656,2017-06-05 16:17:00,2017-06-05 16:35:00,Bitson,Bitson,Capacitación,,,nespino,18.0
657,2017-06-05 16:15:00,2017-06-05 16:30:00,Bitson,Cromi,Operativo,Charla con @ddebonis para ver como fraccionamos bien el rango horario de Itinerary.,,lcolombo,15.0
658,2017-06-05 14:10:00,2017-06-05 16:15:00,Bitson,Bitson,Reunion,Reunión,,lcolombo,125.0
659,2017-06-05 14:00:00,2017-06-05 16:30:00,Bitson,Bitson,Gestión Interna,,,ddebonis,150.0
660,2017-06-05 14:00:00,2017-06-05 16:17:00,Bitson,Bitson,Gestión Interna,,,nespino,137.0
661,2017-06-05 14:00:00,2017-06-05 15:30:00,Bitson,Bitson,Reunion,,,hbrunacci,90.0
662,2017-06-05 13:45:00,2017-06-05 14:10:00,ECSA,Beagle SCA,Operativo,Armado de Ficha conector sensores.,,lcolombo,25.0
663,2017-06-05 13:30:00,2017-06-05 17:38:00,Bitson,Bitson,Gestion Contable,,,cuberti,248.0
664,2017-06-05 13:00:00,2017-06-05 14:00:00,Bitson,Bitson,Almuerzo,,,ddebonis,60.0
665,2017-06-05 13:00:00,2017-06-05 14:00:00,Bitson,Bitson,Gestión Comercial,,,hbrunacci,60.0
666,2017-06-05 12:57:00,2017-06-05 14:00:00,Bitson,Bitson,Capacitación,,,nespino,63.0
667,2017-06-05 11:30:00,2017-06-05 13:00:00,Bitson,Manos a la obra,Completar Requerimientos,Modificación y completar planilla Excel Anexo Económico ,,hbrunacci,90.0
668,2017-06-05 11:00:00,2017-06-05 11:30:00,Bitson,Bitson,Atención a clientes,llamada Ojeda tema PFA,,hbrunacci,30.0
669,2017-06-05 10:00:00,2017-06-05 18:00:00,Betterez,Betterez,Desarrollo,"#6423
Reunion Bitson
#6423",,abrunacci,480.0
670,2017-06-05 10:00:00,2017-06-05 11:00:00,Bitson,Bitson,Gestión Comercial,,,hbrunacci,60.0
671,2017-06-05 09:00:00,2017-06-05 11:00:00,Bitson,Bitson,Gestión Interna,Preparación Reunión semanal (evaluación plan de emergencia). Revisión OT. Revisión Circuito OCA.,,lcolombo,120.0
672,2017-06-05 08:00:00,2017-06-05 13:00:00,Bitson,Bitson,Capacitación,,,ddebonis,300.0
673,2017-06-04 17:31:00,2017-06-04 20:11:00,Bitson,Bitson,Capacitación,,,nespino,160.0
674,2017-06-04 16:23:00,2017-06-04 17:02:00,Bitson,Cromi,Testing,,,nespino,39.0
675,2017-06-03 10:00:00,2017-06-03 10:30:00,Bitson,Bitson,Operativo,Reconfiguración servidor de Quilmes problemas con el postgresql,,hbrunacci,30.0
676,2017-06-02 20:57:00,2017-06-02 21:33:00,Bitson,Cromi,Testing,,,nespino,36.0
677,2017-06-02 18:00:00,2017-06-02 19:00:00,Bitson,Bitson,Operativo,resumen de tiempo ocupado en el dia para terminar configuraciones de servidor de Quilmes,,hbrunacci,60.0
678,2017-06-02 16:30:00,2017-06-02 17:00:00,Bitson,Bitson,Operativo,Preparación reunión semanal. Revisión de retiros y mínimos.,,lcolombo,30.0
679,2017-06-02 16:00:00,2017-06-02 16:30:00,ECSA,Beagle SCA,Operativo,Compra en electrocomponentes.,,lcolombo,30.0
680,2017-06-02 15:07:00,2017-06-02 17:53:00,ECSA,Sigas SGS,Testing,,,nespino,166.0
681,2017-06-02 15:00:00,2017-06-02 16:00:00,Bitson,Bitson,Gestión Comercial,,,hbrunacci,60.0
682,2017-06-02 14:00:00,2017-06-02 16:00:00,Bitson,Bitson,Gestión Interna,Coordinación de reunión semanal del lunes con @cuberti y Resumen del 1er mes del plan de emergencia.,,lcolombo,120.0
683,2017-06-02 14:00:00,2017-06-02 16:05:00,Bitson,Bitson,Gestión Interna,,,cuberti,125.0
684,2017-06-02 11:25:00,2017-06-02 12:41:00,Bitson,Bitson,Capacitación,,,nespino,76.0
685,2017-06-02 10:00:00,2017-06-02 18:00:00,Betterez,Betterez,Desarrollo,"6488 / 6423
",,abrunacci,480.0
686,2017-06-02 10:00:00,2017-06-02 11:30:00,Bitson,Bitson,Gestión Comercial,,,hbrunacci,90.0
687,2017-06-02 08:00:00,2017-06-02 14:00:00,Bitson,Bitson,Capacitación,,,ddebonis,360.0
688,2017-06-01 19:56:00,2017-06-01 20:43:00,Bitson,Cromi,Testing,,,nespino,47.0
689,2017-06-01 18:37:00,2017-06-01 18:59:00,ECSA,Sigas SGS,Testing,,,nespino,22.0
690,2017-06-01 16:30:00,2017-06-01 18:37:00,Bitson,Cromi,Desarrollo,Unit testing,,nespino,127.0
691,2017-06-01 15:20:00,2017-06-01 17:40:00,Bitson,Cromi,Operativo,Arreglando Issues. Fixing Issue 38. Cargando EvenType x default. Pruebas de reservation days.,,lcolombo,140.0
692,2017-06-01 14:15:00,2017-06-01 15:20:00,ECSA,Quilmes ACS,Operativo,Instalación ACS.,,lcolombo,65.0
693,2017-06-01 14:00:00,2017-06-01 17:00:00,Bitson,Cromi,Desarrollo,,,ddebonis,180.0
694,2017-06-01 14:00:00,2017-06-01 14:15:00,ECSA,Beagle SCA,Operativo,Reparación de sensores.,,lcolombo,15.0
695,2017-06-01 13:30:00,2017-06-01 14:00:00,Bitson,Bitson,Capacitación,,,ddebonis,30.0
696,2017-06-01 13:00:00,2017-06-01 13:30:00,Bitson,Cromi,Desarrollo,,,ddebonis,30.0
697,2017-06-01 12:00:00,2017-06-01 13:00:00,Bitson,Bitson,Almuerzo,,,ddebonis,60.0
698,2017-06-01 12:00:00,2017-06-01 13:30:00,Bitson,Bitson,Gestión Interna,,,nespino,90.0
699,2017-06-01 10:25:00,2017-06-01 10:55:00,Bitson,Cromi,Operativo,Issues DOMI,,lcolombo,30.0
700,2017-06-01 10:15:00,2017-06-01 14:15:00,Bitson,Bitson,Gestión Interna,,,cuberti,240.0
701,2017-06-01 10:00:00,2017-06-01 19:00:00,Betterez,Betterez,Desarrollo,video cromi/ 6488 / Ayudando a nahue con los test,,abrunacci,540.0
702,2017-06-01 10:00:00,2017-06-01 15:30:00,Bitson,Bitson,Gestión Comercial,,,hbrunacci,330.0
703,2017-06-01 08:00:00,2017-06-01 12:00:00,Bitson,Cromi,Desarrollo,,,ddebonis,240.0
704,2017-05-31 20:00:00,2017-05-31 20:15:00,Bitson,Bitson,Gestión Interna,Mail respuesta x Circuito OCA a HB,,lcolombo,15.0
705,2017-05-31 18:40:00,2017-05-31 20:00:00,ECSA,Quilmes ACS,Operativo,Instalación de SO.,,lcolombo,80.0
706,2017-05-31 18:30:00,2017-05-31 18:40:00,Bitson,Cromi,Operativo,Explicación Test @nespino,,lcolombo,10.0
707,2017-05-31 18:03:00,2017-05-31 18:33:00,Bitson,Bitson,Capacitación,,,nespino,30.0
708,2017-05-31 18:00:00,2017-05-31 18:30:00,Bitson,Bitson,Gestión Interna,Charla con @cuberti y @nespino x Reuniones Semanales.,,lcolombo,30.0
709,2017-05-31 16:00:00,2017-05-31 18:00:00,Bitson,Bitson,Motivo Particular,Reunión con TES x PyAR.,,lcolombo,120.0
710,2017-05-31 15:40:00,2017-05-31 17:01:00,Bitson,Bitson,Capacitación,,,nespino,81.0
711,2017-05-31 14:55:00,2017-05-31 16:00:00,ECSA,Quilmes ACS,Operativo,Instalación SO. Disco que se revela.,,lcolombo,65.0
712,2017-05-31 14:30:00,2017-05-31 18:31:00,Bitson,Bitson,Gestión Interna,,,cuberti,241.0
713,2017-05-31 14:17:00,2017-05-31 15:31:00,Bitson,Bitson,Capacitación,,,nespino,74.0
714,2017-05-31 14:00:00,2017-05-31 15:40:00,Bitson,Bitson,Gestión Comercial,,,hbrunacci,100.0
715,2017-05-31 13:55:00,2017-05-31 14:55:00,Bitson,Bitson,Operativo,Capacitación Test c/@nespino y @abrunacci.,,lcolombo,60.0
716,2017-05-31 13:00:00,2017-05-31 17:00:00,Bitson,Bitson,Capacitación,,,ddebonis,240.0
717,2017-05-31 12:00:00,2017-05-31 13:00:00,Bitson,Bitson,Almuerzo,,,ddebonis,60.0
718,2017-05-31 12:00:00,2017-05-31 14:16:00,Bitson,Bitson,Capacitación,,,nespino,136.0
719,2017-05-31 11:30:00,2017-05-31 14:00:00,Bitson,Bitson,Gestión Comercial,Reunión con Matías por Cromi (incluye tiempos de transporte),,hbrunacci,150.0
720,2017-05-31 10:55:00,2017-05-31 12:00:00,Bitson,Bitson,Mantenimiento,Impresora Epson,,nespino,65.0
721,2017-05-31 10:00:00,2017-05-31 18:00:00,Betterez,Betterez,Desarrollo,6488,,abrunacci,480.0
722,2017-05-31 10:00:00,2017-05-31 11:30:00,Bitson,Bitson,Operativo,Compra de Disco Rigido,,hbrunacci,90.0
723,2017-05-31 09:00:00,2017-05-31 12:00:00,Bitson,Bitson,Capacitación,,,ddebonis,180.0
724,2017-05-30 21:35:00,2017-05-30 22:30:00,Bitson,Bitson,Capacitación,,,nespino,55.0
725,2017-05-30 20:00:00,2017-05-30 20:30:00,ECSA,Beagle SCA,Operativo,Conexión física molinete con Beagle.,,lcolombo,30.0
726,2017-05-30 19:00:00,2017-05-30 20:00:00,ECSA,Beagle SCA,Operativo,"Configurando molinete. Cambiando input_sensor, input_semaphore, input_solenoid & output... to properties.",,lcolombo,60.0
727,2017-05-30 18:00:00,2017-05-30 19:00:00,ECSA,Eaccess PFA,Presupuesto,Revisión de OT y Presupuesto.,,lcolombo,60.0
728,2017-05-30 17:00:00,2017-05-30 18:00:00,Bitson,Bitson,Gestión Interna,Reunion cooperativa de disenio,,ddebonis,60.0
729,2017-05-30 17:00:00,2017-05-30 18:00:00,Bitson,Bitson,Reunion,Reunión con Coop. Diseño x el Logo.,,lcolombo,60.0
730,2017-05-30 16:30:00,2017-05-30 17:00:00,Bitson,Bitson,Presupuesto,Editorial bonunm,,ddebonis,30.0
731,2017-05-30 16:05:00,2017-05-30 17:00:00,Bitson,Cromi,Operativo,"Intengo de configuración con docker-mailserver. FAILED.
Intento de configuarción con docker-smtp. FAILED.
Configuración de exim4 como Smarthost.",,lcolombo,55.0
732,2017-05-30 15:50:00,2017-05-30 16:05:00,Bitson,Bitson,Gestión Interna,Charla c/ Devecoop x PyAr,,lcolombo,15.0
733,2017-05-30 15:35:00,2017-05-30 15:50:00,ECSA,Beagle SCA,Operativo,Instalación de docker-mail. Primeros pasos.,,lcolombo,15.0
734,2017-05-30 15:20:00,2017-05-30 15:35:00,Bitson,Cromi,Operativo,Instalación docker-compose en el server.,,lcolombo,15.0
735,2017-05-30 15:00:00,2017-05-30 16:30:00,Bitson,Bitson,Capacitación,,,ddebonis,90.0
736,2017-05-30 15:00:00,2017-05-30 15:20:00,Bitson,Cromi,Operativo,Instalación Docker en server.,,lcolombo,20.0
737,2017-05-30 15:00:00,2017-05-30 16:52:00,Bitson,Bitson,Capacitación,Unit testing creation,,nespino,112.0
738,2017-05-30 14:00:00,2017-05-30 15:00:00,Bitson,Bitson,Almuerzo,,,ddebonis,60.0
739,2017-05-30 14:00:00,2017-05-30 15:00:00,Bitson,Bitson,Gestión Interna,Dominio para Kairos. Estado de trámite del Credicoop (cambio de firma y calificación TC). Respuesta de mails pendientes x trabajos y cotizaciones.,,lcolombo,60.0
740,2017-05-30 12:00:00,2017-05-30 14:00:00,Bitson,Bitson,Capacitación,,,ddebonis,120.0
741,2017-05-30 11:45:00,2017-05-30 18:20:00,Bitson,Bitson,Gestión Comercial,,,hbrunacci,395.0
742,2017-05-30 10:50:00,2017-05-30 18:01:00,Bitson,Bitson,Gestión Interna,,,cuberti,431.0
743,2017-05-30 10:25:00,2017-05-30 11:25:00,ECSA,Sigas SCA,Desarrollo,Revisión de error en Talleres con @hbrunacci y @nespino.,,lcolombo,60.0
744,2017-05-30 10:00:00,2017-05-30 12:00:00,Bitson,Cromi,Desarrollo,,,ddebonis,120.0
745,2017-05-30 10:00:00,2017-05-30 19:30:00,Betterez,Betterez,Desarrollo,6489,,abrunacci,570.0
746,2017-05-29 16:30:00,2017-05-29 18:15:00,Bitson,Bitson,Gestión Interna,Cromi mail y propuesta color Bitson.,,lcolombo,105.0
747,2017-05-29 16:15:00,2017-05-29 16:30:00,Bitson,Bitson,Gestión Interna,"Propuesta color, bitson.",,lcolombo,15.0
748,2017-05-29 16:00:00,2017-05-29 16:15:00,Bitson,Bitson,Gestion Contable,Archivo nuevo de gestión contable c/@cuberti.,,lcolombo,15.0
749,2017-05-29 15:45:00,2017-05-29 18:39:00,ECSA,Sigas SGS,Operativo,,,nespino,174.0
750,2017-05-29 15:45:00,2017-05-29 16:00:00,Bitson,Bitson,Gestión Interna,Contrato Betterez.,,lcolombo,15.0
751,2017-05-29 15:30:00,2017-05-29 18:00:00,Bitson,Cromi,Desarrollo,,,ddebonis,150.0
752,2017-05-29 14:44:00,2017-05-29 15:44:00,Bitson,Bitson,Gestión Interna,,,nespino,60.0
753,2017-05-29 14:30:00,2017-05-29 15:45:00,Bitson,Bitson,Reunion,Reunión semanal.,,lcolombo,75.0
754,2017-05-29 14:15:00,2017-05-29 14:30:00,Bitson,Bitson,Gestión Interna,Preparación temas reunión semanal.,,lcolombo,15.0
755,2017-05-29 14:00:00,2017-05-29 15:30:00,Bitson,Bitson,Gestión Interna,Reunion semanal,,ddebonis,90.0
756,2017-05-29 13:50:00,2017-05-29 14:44:00,ECSA,Sigas SGS,Desarrollo,,,nespino,54.0
757,2017-05-29 13:50:00,2017-05-29 18:20:00,Bitson,Bitson,Gestión Interna,,,cuberti,270.0
758,2017-05-29 13:00:00,2017-05-29 14:00:00,Bitson,Bitson,Almuerzo,,,ddebonis,60.0
759,2017-05-29 10:00:00,2017-05-29 18:00:00,Betterez,Betterez,Desarrollo,6377,,abrunacci,480.0
760,2017-05-29 10:00:00,2017-05-29 15:40:00,Bitson,Bitson,Gestión Comercial,,,hbrunacci,340.0
761,2017-05-29 09:00:00,2017-05-29 13:00:00,Bitson,Cromi,Desarrollo,,,ddebonis,240.0
762,2017-05-29 08:00:00,2017-05-29 10:00:00,Bitson,Bitson,Capacitación,Flask at Scale & microservices. Load Balancing with Nginx.,,lcolombo,120.0
763,2017-05-28 21:37:00,2017-05-28 01:12:00,ECSA,Sigas SGS,Desarrollo,,,nespino,-1225.0
764,2017-05-28 20:38:00,2017-05-28 21:26:00,ECSA,Sigas SGS,Desarrollo,,,nespino,48.0
765,2017-05-28 20:33:00,2017-05-28 20:38:00,ECSA,Sigas SCA,Desarrollo,,,nespino,5.0
766,2017-05-26 21:04:00,2017-05-26 22:05:00,ECSA,Sigas SGS,Desarrollo,,,nespino,61.0
767,2017-05-26 16:25:00,2017-05-26 17:00:00,Bitson,Bitson,Presupuesto,Lectura de mails Presupuesto CARP & Capacitación.,,lcolombo,35.0
768,2017-05-26 16:00:00,2017-05-26 16:25:00,Bitson,Bitson,Gestión Interna,Charla c/@nespino (Ministerio & BITSON),,lcolombo,25.0
769,2017-05-26 15:40:00,2017-05-26 16:21:00,Bitson,Bitson,Gestión Interna,,,nespino,41.0
770,2017-05-26 14:15:00,2017-05-26 16:00:00,ECSA,Beagle SCA,Operativo,Prueba de new_Firm,,lcolombo,105.0
771,2017-05-26 14:00:00,2017-05-26 14:30:00,Bitson,Cromi,Desarrollo,Perfiles react.,,ddebonis,30.0
772,2017-05-26 13:51:00,2017-05-26 14:29:00,ECSA,Sigas SGS,Desarrollo,,,nespino,38.0
773,2017-05-26 13:50:00,2017-05-26 14:15:00,ECSA,Beagle SCA,Operativo,Setup y update. ,,lcolombo,25.0
774,2017-05-26 13:00:00,2017-05-26 14:00:00,Bitson,Bitson,Almuerzo,,,ddebonis,60.0
775,2017-05-26 10:00:00,2017-05-26 18:30:00,Betterez,Betterez,Desarrollo,"6461 / 6377

",,abrunacci,510.0
776,2017-05-26 10:00:00,2017-05-26 15:50:00,Bitson,Bitson,Gestión Comercial,,,hbrunacci,350.0
777,2017-05-26 09:30:00,2017-05-26 11:45:00,ECSA,Beagle SCA,Operativo,Generando objectos a partir de la configuración.,,lcolombo,135.0
778,2017-05-26 08:00:00,2017-05-26 13:00:00,Bitson,Bitson,Capacitación,React,,ddebonis,300.0
779,2017-05-25 17:25:00,2017-05-25 19:43:00,ECSA,Sigas SGS,Desarrollo,,,nespino,138.0
780,2017-05-25 11:45:00,2017-05-25 17:30:00,Bitson,Bitson,Orden/Limpieza,Reacomodamiento de Alsina.,,lcolombo,345.0
781,2017-05-25 10:25:00,2017-05-25 17:24:00,Bitson,Bitson,Mantenimiento,,,nespino,419.0
782,2017-05-25 10:00:00,2017-05-25 17:30:00,Bitson,Bitson,Orden/Limpieza,,,abrunacci,450.0
783,2017-05-25 10:00:00,2017-05-25 14:30:00,Bitson,Bitson,Orden/Limpieza,,,hbrunacci,270.0
784,2017-05-25 09:00:00,2017-05-25 17:00:00,Bitson,Bitson,FERIADO,,,ddebonis,480.0
785,2017-05-24 17:00:00,2017-05-24 18:45:00,ECSA,Beagle SCA,Operativo,Pruebas de lectura de config y creación de objetos.,,lcolombo,105.0
786,2017-05-24 15:47:00,2017-05-24 20:41:00,ECSA,Sigas SGS,Desarrollo,,,nespino,294.0
787,2017-05-24 14:00:00,2017-05-24 17:00:00,Bitson,Bitson,Gestión Interna,Sistema de Gestión c/@santichola,,lcolombo,180.0
788,2017-05-24 13:30:00,2017-05-24 17:00:00,Bitson,Cromi,Desarrollo,"Issues Domi, pagina de perfil.
React.",,ddebonis,210.0
789,2017-05-24 13:00:00,2017-05-24 13:30:00,Bitson,Bitson,Almuerzo,,,ddebonis,30.0
790,2017-05-24 13:00:00,2017-05-24 14:18:00,Bitson,Bitson,Gestión Interna,"Speedy, muerte y victoria de la compañia.
Cromi
Gestion actualizacion planilla
",,cuberti,78.0
791,2017-05-24 11:00:00,2017-05-24 12:00:00,Bitson,Cromi,Gestión Comercial,,,hbrunacci,60.0
792,2017-05-24 10:45:00,2017-05-24 11:45:00,Bitson,Bitson,Operativo,Trackeo de horas DOMI. Pendientes y pasos a seguir.,,lcolombo,60.0
793,2017-05-24 10:00:00,2017-05-24 19:00:00,Betterez,Betterez,Desarrollo,6461,,abrunacci,540.0
794,2017-05-24 10:00:00,2017-05-24 13:00:00,Bitson,Cromi,Gestión Comercial,"Logo
Web
Guión video
",,cuberti,180.0
795,2017-05-24 09:00:00,2017-05-24 13:00:00,Bitson,Cromi,Desarrollo,Landing CROMI,,ddebonis,240.0
796,2017-05-23 17:45:00,2017-05-23 20:30:00,ECSA,Beagle SCA,Operativo,Configuración de Moli usando configparse,,lcolombo,165.0
797,2017-05-23 16:45:00,2017-05-23 17:45:00,ECSA,Beagle SCA,Operativo,Configuración conexiones i5 y beagles. Verificación funcionamiento init_messages.service,,lcolombo,60.0
798,2017-05-23 16:30:00,2017-05-23 16:45:00,Bitson,Cromi,Operativo,Deploy landing en cromi.com.ar,,lcolombo,15.0
799,2017-05-23 15:00:00,2017-05-23 16:30:00,Bitson,Cromi,Operativo,"Configuración Nginx con soporte HTTPS.
Carga de pasos en la Wiki.",,lcolombo,90.0
800,2017-05-23 14:58:00,2017-05-23 17:11:00,ECSA,Sigas SGS,Desarrollo,,,nespino,133.0
801,2017-05-23 14:00:00,2017-05-23 15:00:00,Bitson,Cromi,Operativo,"Configuración DNS cromi.com.ar. Alta en NS1, NS2, configuración de VM en OVH. Alta en nic.ar",,lcolombo,60.0
802,2017-05-23 13:48:00,2017-05-23 14:38:00,ECSA,Sigas SGS,Desarrollo,,,nespino,50.0
803,2017-05-23 13:07:00,2017-05-23 13:30:00,ECSA,Sigas SGS,Desarrollo,,,nespino,23.0
804,2017-05-23 13:00:00,2017-05-23 17:00:00,Bitson,Cromi,Desarrollo,Landing CROMI,,ddebonis,240.0
805,2017-05-23 12:00:00,2017-05-23 13:00:00,Bitson,Bitson,Almuerzo,,,ddebonis,60.0
806,2017-05-23 10:00:00,2017-05-23 17:00:00,Betterez,Betterez,Desarrollo,"6461
",,abrunacci,420.0
807,2017-05-23 10:00:00,2017-05-23 15:30:00,Bitson,Bitson,Licencia Enfermedad,,,hbrunacci,330.0
808,2017-05-23 09:15:00,2017-05-23 11:15:00,Bitson,Bitson,Gestión Interna,Respuesta de mails de trabajos pendientes. Configuración Rambox.,,lcolombo,120.0
809,2017-05-23 09:15:00,2017-05-23 12:51:00,Bitson,Bitson,Gestión Interna,,,cuberti,216.0
810,2017-05-23 09:00:00,2017-05-23 12:00:00,Bitson,Cromi,Desarrollo,Landing CROMI,,ddebonis,180.0
811,2017-05-22 19:41:00,2017-05-22 22:09:00,ECSA,Sigas SGS,Desarrollo,,,nespino,148.0
812,2017-05-22 17:42:00,2017-05-22 17:48:00,ECSA,Sigas SGS,Desarrollo,,,nespino,6.0
813,2017-05-22 17:10:00,2017-05-22 18:00:00,Bitson,Bitson,Gestión Interna,"Charla c/@abrunacci sobre microservicios.
Charal c/@nespino sobre EPCA.
",,lcolombo,50.0
814,2017-05-22 16:10:00,2017-05-22 17:39:00,Bitson,Bitson,Gestión Comercial,Reunión con Sergio de IMASTEC.,,nespino,89.0
815,2017-05-22 16:00:00,2017-05-22 17:00:00,Bitson,Cromi,Desarrollo,Landing template,,ddebonis,60.0
816,2017-05-22 16:00:00,2017-05-22 17:10:00,Bitson,Bitson,Gestión Interna,Retiros semanales,,lcolombo,70.0
817,2017-05-22 14:30:00,2017-05-22 16:00:00,Bitson,Bitson,Gestión Interna,Reunion semanal,,ddebonis,90.0
818,2017-05-22 14:30:00,2017-05-22 16:00:00,Bitson,Bitson,Reunion,Reunión semanal,,lcolombo,90.0
819,2017-05-22 14:27:00,2017-05-22 16:10:00,Bitson,Bitson,Gestión Interna,,,nespino,103.0
820,2017-05-22 14:17:00,2017-05-22 14:27:00,ECSA,Sigas SGS,Desarrollo,,,nespino,10.0
821,2017-05-22 14:15:00,2017-05-22 18:28:00,Bitson,Bitson,Gestión Interna,,,cuberti,253.0
822,2017-05-22 14:00:00,2017-05-22 14:30:00,Bitson,Cromi,Desarrollo,React perfiles,,ddebonis,30.0
823,2017-05-22 13:15:00,2017-05-22 14:04:00,Bitson,Bitson,Gestión Interna,,,cuberti,49.0
824,2017-05-22 13:00:00,2017-05-22 14:00:00,Bitson,Bitson,Almuerzo,,,ddebonis,60.0
825,2017-05-22 12:00:00,2017-05-22 17:15:00,Bitson,Bitson,Gestión Comercial,,,hbrunacci,315.0
826,2017-05-22 10:00:00,2017-05-22 12:30:00,Bitson,Bitson,Gestión Interna,Planilla de registro de retiros de Plan de Emergencia.,,lcolombo,150.0
827,2017-05-22 10:00:00,2017-05-22 18:00:00,Betterez,Betterez,Desarrollo,6377,,abrunacci,480.0
828,2017-05-22 08:00:00,2017-05-22 13:00:00,Bitson,Cromi,Desarrollo,Perfil,,ddebonis,300.0
829,2017-05-22 00:14:00,2017-05-22 01:28:00,ECSA,Sigas SGS,Desarrollo,,,nespino,74.0
830,2017-05-21 23:24:00,2017-05-21 00:02:00,ECSA,Sigas SGS,Desarrollo,,,nespino,-1402.0
831,2017-05-21 22:09:00,2017-05-21 22:47:00,ECSA,Sigas SGS,Desarrollo,,,nespino,38.0
832,2017-05-21 19:55:00,2017-05-21 21:17:00,ECSA,Sigas SGS,Desarrollo,,,nespino,82.0
833,2017-05-21 19:44:00,2017-05-21 19:53:00,ECSA,Sigas SGS,Desarrollo,,,nespino,9.0
834,2017-05-21 03:11:00,2017-05-21 03:15:00,ECSA,Sigas SGS,Desarrollo,,,nespino,4.0
835,2017-05-20 22:40:00,2017-05-20 23:46:00,ECSA,Sigas SGS,Desarrollo,,,nespino,66.0
